location_from,location_to,classification_from,classification_to,comment,skos_uri
Melanesia,Melanesia,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Polynesia,Polynesia,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Micronesia,Micronesia,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Antarctica,Antarctica,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
World,World,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Middle East,BH,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,ID,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,IL,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,JO,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,KW,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,LB,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,OM,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,QA,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,SA,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,SY,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,AE,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Middle East,YE,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,AI,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,AG,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,AR,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,AW,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,BS,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,BB,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,BZ,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,BO,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,BQ,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,BR,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,KY,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,CL,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,CO,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,CR,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,CU,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,CW,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,DM,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,DO,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,SV,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,FK,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,GF,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,GD,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,GP,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,GT,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,GY,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,HT,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,HN,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,JM,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,MQ,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,MX,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,MS,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,NI,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,PA,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,PY,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,PE,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,PR,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,BL,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,KN,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,LC,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,MF,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,VC,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,SX,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,SR,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,TT,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,TC,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,UY,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,VE,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,VG,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Latin America,VI,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Indian Subcontinent,BD,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Indian Subcontinent,BT,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Indian Subcontinent,IN,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Indian Subcontinent,MV,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Indian Subcontinent,NP,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Indian Subcontinent,PK,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Indian Subcontinent,LK,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,AO,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,BJ,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,BW,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,IO,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,BF,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,BI,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,CM,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,CV,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,CF,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,TD,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,KM,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,CG,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,CD,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,CI,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,DJ,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,GQ,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,ER,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,SZ,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,ET,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,TF,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,GA,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,GM,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,GH,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,GN,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,GW,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,KE,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,LS,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,LR,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,MG,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,MW,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,ML,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,MR,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,MU,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,YT,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,MZ,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,NA,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,NE,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,NG,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,RE,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,RW,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,SH,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,ST,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,SN,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,SC,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,SL,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,SO,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,ZA,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,SS,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,TZ,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,TG,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,UG,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,ZM,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
Sub-Saharan Africa,ZW,ipcc,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
NAM,NAM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SAM,SAM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ANT,ANT,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AFR,AFR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EUR,EUR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ASI,ASI,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AUS,AUS,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
